Top_Level_Code;Top_Level_Description;Middle_Level_Code;Middle_Level_Description;Bottom_Level_Code;Bottom_Level_Description;Hazardous_Flag;LoW_Code
12;Mineral wastes;12.5;Various mineral wastes;12.51;Artificial mineral wastes;0;10 13 10
12;Mineral wastes;12.5;Various mineral wastes;12.51;Artificial mineral wastes;0;10 13 11
12;Mineral wastes;12.5;Various mineral wastes;12.51;Artificial mineral wastes;0;10 13 14
12;Mineral wastes;12.5;Various mineral wastes;12.51;Artificial mineral wastes;0;12 01 17
12;Mineral wastes;12.5;Various mineral wastes;12.51;Artificial mineral wastes;0;12 01 21
12;Mineral wastes;12.5;Various mineral wastes;12.51;Artificial mineral wastes;1;06 09 03*
12;Mineral wastes;12.5;Various mineral wastes;12.51;Artificial mineral wastes;1;10 11 13*
12;Mineral wastes;12.5;Various mineral wastes;12.51;Artificial mineral wastes;1;10 12 11*
12;Mineral wastes;12.5;Various mineral wastes;12.51;Artificial mineral wastes;1;11 02 02*
12;Mineral wastes;12.5;Various mineral wastes;12.51;Artificial mineral wastes;1;12 01 16*
12;Mineral wastes;12.5;Various mineral wastes;12.51;Artificial mineral wastes;1;12 01 20*
12;Mineral wastes;12.5;Various mineral wastes;12.52;Waste refractory materials;0;10 09 06
12;Mineral wastes;12.5;Various mineral wastes;12.52;Waste refractory materials;0;10 09 08
12;Mineral wastes;12.5;Various mineral wastes;12.52;Waste refractory materials;0;10 10 06
12;Mineral wastes;12.5;Various mineral wastes;12.52;Waste refractory materials;0;10 10 08
12;Mineral wastes;12.5;Various mineral wastes;12.52;Waste refractory materials;0;16 11 02
12;Mineral wastes;12.5;Various mineral wastes;12.52;Waste refractory materials;0;16 11 04
12;Mineral wastes;12.5;Various mineral wastes;12.52;Waste refractory materials;0;16 11 06
12;Mineral wastes;12.5;Various mineral wastes;12.52;Waste refractory materials;1;10 09 05*
12;Mineral wastes;12.5;Various mineral wastes;12.52;Waste refractory materials;1;10 09 07*
12;Mineral wastes;12.5;Various mineral wastes;12.52;Waste refractory materials;1;10 10 05*
12;Mineral wastes;12.5;Various mineral wastes;12.52;Waste refractory materials;1;10 10 07*
12;Mineral wastes;12.5;Various mineral wastes;12.52;Waste refractory materials;1;16 11 01*
12;Mineral wastes;12.5;Various mineral wastes;12.52;Waste refractory materials;1;16 11 03*
12;Mineral wastes;12.5;Various mineral wastes;12.52;Waste refractory materials;1;16 11 05*
12;Mineral wastes;12.6;Soils;12.61;Soils;0;17 05 04
12;Mineral wastes;12.6;Soils;12.61;Soils;0;20 02 02
12;Mineral wastes;12.6;Soils;12.61;Soils;1;05 01 05*
12;Mineral wastes;12.6;Soils;12.61;Soils;1;17 05 03*
12;Mineral wastes;12.7;Dredging spoil;12.71;Dredging spoil;0;17 05 06
12;Mineral wastes;12.7;Dredging spoil;12.71;Dredging spoil;1;17 05 05*
12;Mineral wastes;12.8;Waste from waste treatment;12.81;Waste from waste treatment;0;19 01 12
12;Mineral wastes;12.8;Waste from waste treatment;12.81;Waste from waste treatment;0;19 01 14
12;Mineral wastes;12.8;Waste from waste treatment;12.81;Waste from waste treatment;0;19 01 16
12;Mineral wastes;12.8;Waste from waste treatment;12.81;Waste from waste treatment;0;19 01 18
12;Mineral wastes;12.8;Waste from waste treatment;12.81;Waste from waste treatment;0;19 01 19
12;Mineral wastes;12.8;Waste from waste treatment;12.81;Waste from waste treatment;0;19 12 09
12;Mineral wastes;12.8;Waste from waste treatment;12.81;Waste from waste treatment;1;19 01 05*
12;Mineral wastes;12.8;Waste from waste treatment;12.81;Waste from waste treatment;1;19 01 06*
12;Mineral wastes;12.8;Waste from waste treatment;12.81;Waste from waste treatment;1;19 01 07*
12;Mineral wastes;12.8;Waste from waste treatment;12.81;Waste from waste treatment;1;19 01 11*
12;Mineral wastes;12.8;Waste from waste treatment;12.81;Waste from waste treatment;1;19 01 13*
12;Mineral wastes;12.8;Waste from waste treatment;12.81;Waste from waste treatment;1;19 01 15*
12;Mineral wastes;12.8;Waste from waste treatment;12.81;Waste from waste treatment;1;19 01 17*
12;Mineral wastes;12.8;Waste from waste treatment;12.81;Waste from waste treatment;1;19 04 02*
12;Mineral wastes;12.8;Waste from waste treatment;12.81;Waste from waste treatment;1;19 11 07*
13;Solidified stabilised or vitrified waste;13.1;Solidified or stabilised waste;13.11;Solidified or stabilised waste;0;19 03 05
13;Solidified stabilised or vitrified waste;13.1;Solidified or stabilised waste;13.11;Solidified or stabilised waste;0;19 03 07
13;Solidified stabilised or vitrified waste;13.1;Solidified or stabilised waste;13.11;Solidified or stabilised waste;1;19 03 04*
13;Solidified stabilised or vitrified waste;13.1;Solidified or stabilised waste;13.11;Solidified or stabilised waste;1;19 03 06*
13;Solidified stabilised or vitrified waste;13.2;Vitrified wastes;13.21;Vitrified wastes;0;19 04 01
